13:50:31,754 INFO  [main] RawABListener:48 - Initing a RawABListener...
13:50:31,762 INFO  [main] Node:101 - PID: 7900
13:50:31,929 INFO  [main] NetworkManager:117 - NetworkManager tcp_nodelay: true
13:50:31,932 INFO  [main] NetworkManager:123 - NetworkManager tcp_crc: false
13:50:31,932 INFO  [main] NetworkManager:127 - NetworkManager buf_size: 2097152
13:50:31,949 INFO  [main] ElasticLearnerRole:93 - ElasticLearnerRole replication group 1
13:50:31,950 INFO  [main] ElasticLearnerRole:97 - ElasticLearnerRole initial ring 1
13:50:31,952 INFO  [main] ElasticLearnerRole:102 - ElasticLearnerRole deliver_skip_messages: enabled
13:50:31,960 INFO  [ElasticLearner] LearnerRole:102 - Learner recovery: enabled
13:50:31,962 INFO  [ElasticLearner] LearnerRole:108 - Learner auto_trim: disabled
13:50:31,968 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [13, 15] (succsessor: 15 at /10.10.1.6:2574)
13:50:31,974 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [2, 13, 15] (succsessor: 15 at /10.10.1.6:2574)
13:50:31,977 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [2, 13, 14, 15] (succsessor: 14 at /10.10.1.5:2913)
13:50:32,112 INFO  [main] Replica:162 - Token [0], ringId [null], nodeId [13], snapshot_modulo [0], zoo_host [null], path [null], embebedLog [false], useDiskDb [true] with simple constructor
1669236632112, 0, 0
13:50:32,145 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 2, 13, 14, 15] (succsessor: 14 at /10.10.1.5:2913)
1669236633113, 0, 0
1669236634113, 0, 0
1669236635114, 0, 0
1669236636114, 0, 0
1669236637115, 0, 0
1669236638115, 0, 0
1669236639115, 0, 0
1669236640116, 0, 0
1669236641116, 0, 0
1669236642117, 0, 0
1669236643117, 42, 42
1669236644117, 474, 516
1669236645118, 488, 1004
1669236646118, 509, 1513
1669236647118, 499, 2012
1669236648119, 509, 2521
1669236649119, 502, 3023
1669236650119, 496, 3519
1669236651119, 507, 4026
1669236652120, 503, 4529
1669236653120, 523, 5052
1669236654120, 518, 5570
1669236655121, 497, 6067
1669236656121, 500, 6567
1669236657122, 502, 7069
1669236658122, 514, 7583
1669236659122, 394, 7977
1669236660122, 23, 8000
1669236661123, 0, 8000
1669236662123, 0, 8000
1669236663123, 0, 8000
1669236664123, 0, 8000
13:51:04,350 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [13] (succsessor: 13 at /10.10.1.4:2184)
13:51:04,356 ERROR [main-EventThread] NetworkManager:298 - NetworkManager client connect error
java.net.ConnectException: Connection refused
	at java.base/sun.nio.ch.Net.connect0(Native Method)
	at java.base/sun.nio.ch.Net.connect(Net.java:493)
	at java.base/sun.nio.ch.Net.connect(Net.java:482)
	at java.base/sun.nio.ch.SocketChannelImpl.connect(SocketChannelImpl.java:730)
	at ch.usi.da.paxos.ring.NetworkManager.connectClient(NetworkManager.java:291)
	at ch.usi.da.paxos.ring.RingManager.notifyRingChanged(RingManager.java:136)
	at ch.usi.da.paxos.ring.RingManager.process(RingManager.java:210)
	at org.apache.zookeeper.ClientCnxn$EventThread.processEvent(ClientCnxn.java:535)
	at org.apache.zookeeper.ClientCnxn$EventThread.run(ClientCnxn.java:510)
13:51:04,453 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/learners
13:51:04,454 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/nodes
13:51:04,454 ERROR [main-EventThread] RingManager:232 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/nodes
