__  ____  __  _____   ___  __ ____  ______ 
 --/ __ \/ / / / _ | / _ \/ //_/ / / / __/ 
 -/ /_/ / /_/ / __ |/ , _/ ,< / /_/ /\ \   
--\___\_\____/_/ |_/_/|_/_/|_|\____/___/   
11:20:26,843 INFO  quarkus:88 [main] shared-logger 1.0.0-SNAPSHOT on JVM (powered by Quarkus 1.10.2.Final) started in 1.203s. Listening on: http://0.0.0.0:8888
11:20:26,851 INFO  quarkus:91 [main] Profile prod activated. 
11:20:26,851 INFO  quarkus:92 [main] Installed features: [cdi, rest-client, rest-client-jackson, resteasy, resteasy-jackson, smallrye-openapi]
11:20:30,956 INFO  LoggerController:66 [executor-thread-1] loggerRestClients size [2]
11:20:31,058 INFO  LoggerController:101 [executor-thread-1] Registering config [LoggerConfig [id=4, ring=1, replicas=1, pathPrefix=/tmp/]]
11:20:31,058 INFO  LoggerController:109 [executor-thread-1] Calling logger in url id [0] with id [4]
11:20:31,135 INFO  LoggerController:83 [executor-thread-2] Registering replica logger
11:20:31,422 INFO  ReplicaLoggerClient:63 [executor-thread-2] Path created [/tmp/89b8294e-3f4d-45ed-abce-f0b3ef99ac67]
1670696431423, 0, 0
1670696432423, 0, 0
1670696433424, 0, 0
1670696434424, 0, 0
1670696435425, 0, 0
1670696436425, 0, 0
1670696437425, 69, 69
1670696438426, 124, 193
1670696439426, 116, 309
1670696440426, 132, 441
1670696441427, 131, 572
1670696442427, 133, 705
1670696443427, 121, 826
1670696444428, 123, 949
1670696445428, 115, 1064
1670696446428, 113, 1177
1670696447429, 124, 1301
1670696448429, 130, 1431
1670696449429, 124, 1555
1670696450430, 123, 1678
1670696451430, 130, 1808
1670696452430, 127, 1935
1670696453430, 122, 2057
1670696454431, 130, 2187
1670696455431, 126, 2313
1670696456431, 122, 2435
1670696457432, 126, 2561
1670696458432, 123, 2684
1670696459432, 123, 2807
1670696460433, 127, 2934
1670696461433, 132, 3066
1670696462433, 135, 3201
1670696463434, 123, 3324
1670696464434, 122, 3446
1670696465434, 126, 3572
1670696466435, 121, 3693
1670696467435, 128, 3821
1670696468435, 119, 3940
1670696469436, 136, 4076
1670696470436, 120, 4196
1670696471436, 125, 4321
1670696472437, 134, 4455
1670696473437, 120, 4575
1670696474437, 132, 4707
1670696475437, 130, 4837
1670696476438, 132, 4969
1670696477438, 132, 5101
1670696478438, 118, 5219
1670696479439, 127, 5346
1670696480439, 118, 5464
1670696481439, 126, 5590
1670696482440, 130, 5720
1670696483440, 121, 5841
1670696484440, 121, 5962
1670696485440, 116, 6078
1670696486441, 129, 6207
1670696487441, 126, 6333
1670696488441, 120, 6453
1670696489442, 123, 6576
1670696490442, 121, 6697
1670696491443, 120, 6817
1670696492443, 127, 6944
1670696493443, 121, 7065
1670696494444, 135, 7200
1670696495444, 130, 7330
1670696496444, 128, 7458
1670696497444, 121, 7579
1670696498445, 131, 7710
1670696499445, 131, 7841
1670696500445, 112, 7953
1670696501446, 121, 8074
1670696502446, 135, 8209
1670696503446, 130, 8339
1670696504447, 126, 8465
1670696505448, 130, 8595
1670696506448, 129, 8724
1670696507448, 127, 8851
1670696508449, 127, 8978
1670696509449, 124, 9102
1670696510449, 131, 9233
1670696511450, 124, 9357
1670696512450, 127, 9484
1670696513450, 121, 9605
1670696514451, 119, 9724
1670696515451, 134, 9858
1670696516451, 136, 9994
1670696517451, 121, 10115
1670696518452, 125, 10240
1670696519452, 127, 10367
1670696520452, 128, 10495
1670696521452, 118, 10613
1670696522453, 123, 10736
1670696523453, 129, 10865
1670696524453, 122, 10987
1670696525453, 127, 11114
1670696526454, 63, 11177
1670696527454, 0, 11177
1670696528454, 0, 11177
