13:40:46,331 INFO  [main] RawABListener:48 - Initing a RawABListener...
13:40:46,338 INFO  [main] Node:101 - PID: 7299
13:40:46,493 INFO  [main] NetworkManager:117 - NetworkManager tcp_nodelay: true
13:40:46,497 INFO  [main] NetworkManager:123 - NetworkManager tcp_crc: false
13:40:46,497 INFO  [main] NetworkManager:127 - NetworkManager buf_size: 2097152
13:40:46,511 INFO  [main] ElasticLearnerRole:93 - ElasticLearnerRole replication group 1
13:40:46,512 INFO  [main] ElasticLearnerRole:97 - ElasticLearnerRole initial ring 1
13:40:46,512 INFO  [main] ElasticLearnerRole:102 - ElasticLearnerRole deliver_skip_messages: enabled
13:40:46,517 INFO  [ElasticLearner] LearnerRole:102 - Learner recovery: enabled
13:40:46,519 INFO  [ElasticLearner] LearnerRole:108 - Learner auto_trim: disabled
13:40:46,526 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 15] (succsessor: 1 at /10.10.1.2:2052)
13:40:46,534 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 2, 15] (succsessor: 1 at /10.10.1.2:2052)
13:40:46,566 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 2, 14, 15] (succsessor: 1 at /10.10.1.2:2052)
13:40:46,791 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 2, 13, 14, 15] (succsessor: 1 at /10.10.1.2:2052)
13:41:08,368 INFO  [main] Replica:162 - Token [0], ringId [null], nodeId [15], snapshot_modulo [0], zoo_host [null], path [null], embebedLog [false], useDiskDb [true] with simple constructor
1669236068369, 0, 0
1669236069369, 19916, 19916
1669236070370, 23406, 43322
1669236071370, 1965, 45287
1669236072474, 28236, 73523
1669236073475, 24291, 97814
1669236074475, 34631, 132445
1669236075475, 11146, 143591
1669236077784, 19563, 163154
1669236078784, 34589, 197743
1669236079784, 26893, 224636
1669236082116, 29308, 253944
1669236083117, 27921, 281865
1669236084117, 7716, 289581
1669236085771, 20655, 310236
1669236086772, 31366, 341602
1669236087772, 1170, 342772
1669236088976, 29918, 372690
1669236089977, 14783, 387473
1669236091494, 28353, 415826
1669236092494, 10498, 426324
1669236093781, 23322, 449646
1669236094781, 9122, 458768
1669236095829, 24098, 482866
1669236096830, 7477, 490343
1669236097830, 16924, 507267
1669236098830, 4556, 511823
1669236100310, 2836, 514659
1669236101310, 356, 515015
1669236102311, 156, 515171
1669236103311, 31, 515202
1669236104311, 0, 515202
1669236105311, 0, 515202
1669236106312, 0, 515202
1669236107312, 0, 515202
1669236108312, 0, 515202
13:41:48,500 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [2, 14, 15] (succsessor: 2 at /10.10.1.3:2872)
13:41:48,511 ERROR [main-EventThread] NetworkManager:298 - NetworkManager client connect error
java.net.ConnectException: Connection refused
	at java.base/sun.nio.ch.Net.connect0(Native Method)
	at java.base/sun.nio.ch.Net.connect(Net.java:493)
	at java.base/sun.nio.ch.Net.connect(Net.java:482)
	at java.base/sun.nio.ch.SocketChannelImpl.connect(SocketChannelImpl.java:730)
	at ch.usi.da.paxos.ring.NetworkManager.connectClient(NetworkManager.java:291)
	at ch.usi.da.paxos.ring.RingManager.notifyRingChanged(RingManager.java:136)
	at ch.usi.da.paxos.ring.RingManager.process(RingManager.java:210)
	at org.apache.zookeeper.ClientCnxn$EventThread.processEvent(ClientCnxn.java:535)
	at org.apache.zookeeper.ClientCnxn$EventThread.run(ClientCnxn.java:510)
13:41:48,608 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/learners
13:41:48,608 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/acceptors
13:41:48,609 ERROR [main-EventThread] RingManager:232 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/acceptors
13:41:48,609 ERROR [main-EventThread] TopologyManager:465 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/nodes
13:41:48,609 ERROR [main-EventThread] RingManager:232 - org.apache.zookeeper.KeeperException$SessionExpiredException: KeeperErrorCode = Session expired for /ringpaxos/topology1/nodes
